"team_number_yearly","team_name_calc","team_nickname","team_city","team_stateprov","team_postalcode","profile_year","fk_program_seasons","team_rookieyear","team_web_url","team_country","countryCode","team_type","program_code_display","program_name","lat","lon"
6402,"KARTAL BELEDİYESİ/ONDER ASANSOR/ÖZMAKSAN/YAVUZLAR ALÜMİNYUM/ISUZU ANADOLU GRUBU/ÖNDER ASANSÖR/KARTAL BELEDİYESİ&ATALAR MESLEKİ VE TEKNİK ANADOLU LİSESİ&İMMİB Erkan Avcı Mesleki ve Teknik Anadolu Lisesi","GOKTURKLER","İSTANBUL","34","34862",2018,247,2017,"www.roboatalar.com","Turkey","TR","FRC","FRC","FIRST Robotics Competition",40.1537,33.1779
6403,"Microsoft&D.P. TODD SECONDARY SCHOOL","D.P. Todd Secondary","Prince George","BC","V2M 5V9",2018,247,2017,,"Canada","CA","FRC","FRC","FIRST Robotics Competition",53.92283,-122.81088
6404,"Novelis/Rockwell Collins&EE Alceu Maynard Araújo","Brazilian Storm","São José dos Campos","SP","12223570",2018,247,2017,,"Brazil","BR","FRC","FRC","FIRST Robotics Competition",0,0
6405,"Family/Community","EntreBots","Palmdale","CA","93552",2018,247,2017,"www.EntreBots.com","USA","US","FRC","FRC","FIRST Robotics Competition",34.558636,-118.040632
6406,"Country Grocer /Bellavance Welding Ltd./Island Marine Construction Ltd./Windsor Plywood/Gulf Islands Secondary Parent Advisory Council/Uptown Pizza/Celebrity Accents/Microsoft/FIRST Robotics&GULF ISLANDS SECONDARY SCHOOL","Cyber Scorpions","Salt Spring Island","BC","V8K 2K3",2018,247,2017,,"Canada","CA","FRC","FRC","FIRST Robotics Competition",48.854444,-123.502972
6407,"MasRobots&Universidad Tecmilenio campus Chihuahua","DEVOLT","Chihuahua","CHH","31000",2018,247,2017,"https://www.facebook.com/Devolt-FRC-567472640110257/","Mexico","MX","FRC","FRC","FIRST Robotics Competition",19.0614,-103.8052
6408,"Microsoft Canada&HERITAGE WOODS SECONDARY SCHOOL","Syntechs","Port Moody","BC","V3H 5K6",2018,247,2017,,"Canada","CA","FRC","FRC","FIRST Robotics Competition",49.31551,-122.85635
6409,"Bahcesehir Okullari Lisesi","Odrinias","Edirne","22","22100",2018,247,2017,,"Turkey","TR","FRC","FRC","FIRST Robotics Competition",39.8167,37.0167
6410,"Dave's Barbaque & Everett Alvarez High","Supreme Eagles","Salinas","CA","93906",2018,247,2017,"MarkMentze.weebly.com","USA","US","FRC","FRC","FIRST Robotics Competition",36.709565,-121.639635
6411,"IM Flash Technologies/Argosy Foundation/Academy Mortgage/Canyons Education Foundation/The DODO Restaurant/Steve and Susan Philpott/Porcupine Pub & Grill/MedOne Capital/Mountain America Credit Union&Jordan High","Jordan High Gravediggers","Sandy","UT","84070",2018,247,2017,,"USA","US","FRC","FRC","FIRST Robotics Competition",40.571551,-111.884711
6412,"Metro High School","For Sale By Owner","Cedar Rapids","IA","52401",2018,247,2017,,"USA","US","FRC","FRC","FIRST Robotics Competition",41.974802,-91.660929
6413,"NASA/Si Se Puede Foundation/General Motors/Maricopa County Attorney's Office/Chandler Unified School District/State Farm/TechShop/Arizona State University/Phoenix community Development and Investment Corporation/Frontera Funds&Family/Community","Degrees of Freedom","Chandler","AZ","85244",2018,247,2017,,"USA","US","FRC","FRC","FIRST Robotics Competition",33.235097,-111.761257
6414,"Xinyi Glass Coporation/Argosy Foundation&Shenzhen Foreign Languages School","Voyager","Shenzhen","44","518000",2018,247,2017,"www.sfls-frc.com","China","CN","FRC","FRC","FIRST Robotics Competition",0,0
6415,"GULTEPE MESLEK VE TEKNIK LİSESİ(GULTEPE TECNHNICAL HIGH SCHOOL)","GULTEPE ROBOTICS","Istanbul","34","34000",2018,247,2017,,"Turkey","TR","FRC","FRC","FIRST Robotics Competition",39.8453,33.5064
6416,"&MEV KOLEJİ ÖZEL BÜYÜKÇEKMECE OKULLARI","MEV MAKERS","Büyükçekmece","34","34500",2018,247,2017,"https://www.facebook.com/MEVMAKERS/","Turkey","TR","FRC","FRC","FIRST Robotics Competition",39.2751,35.4983
6417,"Glarner Regionalbank/Glarner Energie/Marti Engineering AG, Mitloedi /Landolt Naefels/SKS Rehab AG, Schwanden/Source Graphics GmbH/NORD Drivesystems/Zahnarztpraxis Dr. Michael Eberle/Baeckerei Gabriel/Goethe AG Metallwarenfabrik Glarus&Kantonsschule Glarus","Fridolins","Glarus","GL","8750",2018,247,2017,,"Switzerland","CH","FRC","FRC","FIRST Robotics Competition",47.023233,8.9974
6418,"Apple/MK Think/The Brin Wojcicki Foundation/Fluxion Biosciences/Goldieblox/Solidworks/The Butze Family/Empire Natural Gas & Family/Community","The Missfits","San Francisco","CA","94122",2018,247,2017,"https://www.team6418.org","USA","US","FRC","FRC","FIRST Robotics Competition",37.760276,-122.482029
6419,"NASA/Iowa Governor's STEM Advisory Council/John Deere/Scrum Tzu/West Des Moines Community Schools/City of West Des Moines & Valley High School","Innovation, Collaboration, and Excellence","West Des Moines","IA","50265",2018,247,2017,"www.IowaICE.org","USA","US","FRC","FRC","FIRST Robotics Competition",41.583232,-93.756888
6420,"NASA/Iowa Governor's STEM Advisory Council/Monsanto/John Deere/HNI Corporation -- Hon and Allsteel/Community Foundation of Greater Muscatine (CFGM)/TEAM Staffing Solutions/Hoffmann Inc./Kent Corporation&Muscatine High School","Fire Island Robotics","Muscatine","IA","52761",2018,247,2017,,"USA","US","FRC","FRC","FIRST Robotics Competition",41.435833,-90.904444
6421,"Muskego Norway School District/Argosy Foundation/Carlisle Interconnect Technologies/Wisconsin Department of Public Instruction/The PST Group/Home Depot - Mukwonago #4921/Badger Meter/Engineering Specialists, Inc./PPG&Muskego High","WARRIORBOTS","Muskego","WI","53150",2018,247,2017,,"USA","US","FRC","FRC","FIRST Robotics Competition",42.891978,-88.124961
6422,"North Atlantic Industries/Argosy Foundation/Tesla Science Center, Shoreham/North Shore Youth Council/Eagle Control&Family/Community","GearHeadz","Rocky Point","NY","11778",2018,247,2017,"www.rockypointroboticsclub.com","USA","US","FRC","FRC","FIRST Robotics Competition",40.949705,-72.93642
6423,"NASA & Ward Melville Senior High School","Ward Melville High School","East Setauket","NY","11733",2018,247,2017,,"USA","US","FRC","FRC","FIRST Robotics Competition",40.93285,-73.108934
6424,"NASA/Knob Noster Schools/Whiteman Air Force Base 509th Bomb Wing/W & M Steel/Waterloo/Northrop Grumman & Knob Noster High","Stealth Panther Robotics","Knob Noster","MO","65336",2018,247,2017,,"USA","US","FRC","FRC","FIRST Robotics Competition",38.764378,-93.556549
6425,"Coldwater Board of Public Utilities/Michigan Department of Education/Sekisui Volteck/Southern Michigan Bank & Trust/Pepperco/Alro Steel&Coldwater High School","The Conclave","Coldwater","MI","49036",2018,247,2017,,"USA","US","FRC","FRC","FIRST Robotics Competition",41.90815,-85.014826
6426,"Compass Youth Center","Robo Gladiators","Durham","NC","27707",2018,247,2017,"www.compassyouthcenters.org","USA","US","FRC","FRC","FIRST Robotics Competition",35.964557,-78.940527
6428,"Coopersville High School","STEMINEERS","Coopersville","MI","49404",2018,247,2017,"www.coopersvillescience.org","USA","US","FRC","FRC","FIRST Robotics Competition",43.066832,-85.934647
6429,"Zorlu Holding A.Ş./Vestel A.Ş./Fiket Yüksel Foundation/EBILTEM-TTO/TORA Makina Kalıp İmalat A.Ş./TELESET Elektromekanik San. ve Tic. A.Ş.&Güzelbahçe Bahçeşehir Fen Ve Teknoloji Lisesi","4th Dimension","Güzelbahçe","35","35310",2018,247,2017,,"Turkey","TR","FRC","FRC","FIRST Robotics Competition",40.35,37.55
6430,"Eskişehir Gelişim High School For Science","Kalsedon","Eskişehir","26","26200",2018,247,2017,,"Turkey","TR","FRC","FRC","FIRST Robotics Competition",39.8466,33.1957
6431,"Hisar School","NoktaParantez","Istanbul","34","34077",2018,247,2017,"frc.hisarcs.com","Turkey","TR","FRC","FRC","FIRST Robotics Competition",40.1589,32.3609
6432,"St Catherine's School","St Cathodes","Waverley","NSW","2024",2018,247,2017,,"Australia","AU","FRC","FRC","FIRST Robotics Competition",-33.9,151.2667
6433,"Hangzhou #4 High School","To Be Decided","Hangzhou","33","31000",2018,247,2017,,"China","CN","FRC","FRC","FIRST Robotics Competition",0,0
6434,"Bossley Park High School/Tripolis Civil Engineering/AARNET&Bossley Park High School","Bossley Park High School","Bossley Park","NSW","2176",2018,247,2017,,"Australia","AU","FRC","FRC","FIRST Robotics Competition",-33.8713,150.8894
6435,"Astra/Beltaş Vakfı - Beşiktaş Belediyesi/İsotürk Yapı&Etiler Anadolu Lisesi","Jetson's Robotics","Istanbul","34","34337",2018,247,2017,"www.metalevent.org","Turkey","TR","FRC","FRC","FIRST Robotics Competition",39.9844,34.1812
6436,"BORSA ISTANBUL BASAKSEHIR MESLEKİ VE TEKNİK ANADOLU LISESI","PARS ROBOTIC TEAM","Basaksehir","34","34480",2018,247,2017,"www.parsroboticteam.com","Turkey","TR","FRC","FRC","FIRST Robotics Competition",0,0
6437,"NASA/Autodesk/Mentor Graphics/Intel/Goodwill & Franklin High School","The Pacific Quakers","Portland","OR","97266",2018,247,2017,,"USA","US","FRC","FRC","FIRST Robotics Competition",45.48485,-122.557005
6439,"Shanghai Shixi High School","tanx","Shanghai","31","200040",2018,247,2017,,"China","CN","FRC","FRC","FIRST Robotics Competition",0,0
6440,"Canobolas Rural Technology High School","Canobolas","Orange","NSW","2800",2018,247,2017,,"Australia","AU","FRC","FRC","FIRST Robotics Competition",-33.27934,149.03015
6441,"Nanjing Foreign Language School & High School Affiliated to Nanjing Normal University","Turbo Turtle","Nanjing","32","210001",2018,247,2017,,"China","CN","FRC","FRC","FIRST Robotics Competition",0,0
6442,"NASA/Buckaroo Booster Club/ALTRUSA International Pendleton, OR/Cayuse Technologies/Gordon's Electric/Kirby Nagelhout Construction Company/Pendleton Underground Tours/Pendleton Rotary Club/Sno Road Winery/Vision Source Pendleton/Wheatland Insurance/Historic Meacham Hotel & Retreat Center/Bottom Line Results/The Turquoise Arrow&Pendleton High School","Modern Americans","Pendleton","OR","97801",2018,247,2017,"https://modernamericans6442.wordpress.com/","USA","US","FRC","FRC","FIRST Robotics Competition",45.666259,-118.7938
6443,"Hillsboro School District/Hillsboro Optimist Club/Howard S Wright/Nike&Liberty High School","AEMBOT","Hillsboro","OR","97124",2018,247,2017,,"USA","US","FRC","FRC","FIRST Robotics Competition",45.535156,-122.95626
6444,"Instituto Tecnológico y de Estudios Superiores de Monterrey Campus Chihuahua","Prepa Tec Chihuahua","Chihuahua","CHH","31300",2018,247,2017,,"Mexico","MX","FRC","FRC","FIRST Robotics Competition",18.875,-103.747208
6445,"NASA & Career and Technical Education Center (CTEC)","CTEC Robotics","Salem","OR","97301",2018,247,2017,,"USA","US","FRC","FRC","FIRST Robotics Competition",44.928656,-122.960707
6447,"Bingara Central School","Bad 2 the Bone","Bingara","NSW","2404",2018,247,2017,,"Australia","AU","FRC","FRC","FIRST Robotics Competition",-29.9422,150.525
6448,"NASA/NXP&Lbj High School","LBJ Early College High School ","Austin","TX","78724",2018,247,2017,,"USA","US","FRC","FRC","FIRST Robotics Competition",30.2942,-97.628001
6449,"LIving Waters Lutheran College","DigiBots","Warnbro","WA","6169",2018,247,2017,,"Australia","AU","FRC","FRC","FIRST Robotics Competition",-32.328,115.7528
6450,"Jinhua Foreign Language School","The Reaper","Jinhua ","33","321000",2018,247,2017,,"China","CN","FRC","FRC","FIRST Robotics Competition",0,0
6451,"NASA/Rolls Royce/Endress Hauser/Schieber Family/Sherri Hartman Bookeeping/Indiana Realty Pros/Dow Aggrosciences/AndyMark & Whiteland Community High Sch","Wired Warriors","Whiteland","IN","46184",2018,247,2017,"https://whitelandrobotics.com","USA","US","FRC","FRC","FIRST Robotics Competition",39.555508,-86.091336
6453,"Society of Women Engineers/Agrosy Foundation&Kelliher Secondary","Bog Bots!","Kelliher","MN","56650",2018,247,2017,,"USA","US","FRC","FRC","FIRST Robotics Competition",47.957836,-94.483902
6455,"NASA & Columbus High School","The Coded Collective","Waterloo","IA","50701",2018,247,2017,,"USA","US","FRC","FRC","FIRST Robotics Competition",42.478356,-92.367856
6456,"Daimler/Mt. Hood Polaris/Creative Fences and Decks/Elite Car Audio/Rock Ranch/Rob Stephenson/Cynthia Aki&Oregon Trail Academy","Oregon Trail Academy Wi-Fires","Boring","OR","97009",2018,247,2017,,"USA","US","FRC","FRC","FIRST Robotics Competition",45.424374,-122.384149
6457,"NASA/Raytheon/First Robotics & Roots Charter High School","Roots Charter High School","West Valley City","UT","84119",2018,247,2017,,"USA","US","FRC","FRC","FIRST Robotics Competition",40.692079,-111.947832
6458,"SEMIAHMOO SECONDARY SCHOOL","Semiahmoo Robotics","Surrey","BC","V4A 4M6",2018,247,2017,"http://semirobotix.wixsite.com/semi","Canada","CA","FRC","FRC","FIRST Robotics Competition",49.03452,-122.81153
6459,"Bilin Software/QNB Finansbank/IB Tech/Mercedes-Benz/Fikret Yuksel Foundation/Delta Regulator/Işıl Tekstil/OKULSER Turizm/FibaBank/Kurtoğlu Alüminyum/Çukurova Engineering/Mode-Tech/Alaturka Digital/Sigma Mühendislik/Formaram&ALKEV Schools","AG Robotik","34","34","34034",2018,247,2017,"http://www.agrobotik-tr.com","Turkey","TR","FRC","FRC","FIRST Robotics Competition",0,0
6460,"Family/Community & NASA","Air Guardians","Mansfield","OH","44903",2018,247,2017,,"USA","US","FRC","FRC","FIRST Robotics Competition",40.76032,-82.520048
6461,"FIRST Robotics Canada/McGavin Farm Equipment/D and D Automation/Ideal Supply&F.E. MADILL SECONDARY SCHOOL","Iron Stallions","Wingham","ON","N0G 2W0",2018,247,2017,,"Canada","CA","FRC","FRC","FIRST Robotics Competition",43.90051,-81.31686
6462,"NASA & Family/Community","techJOYnT","Edmond","OK","73013",2018,247,2017,,"USA","US","FRC","FRC","FIRST Robotics Competition",35.622482,-97.470627
6463,"NASA/NY Tech Valley FIRST/Ulster BOCES & Ulster Boces","NOVA ","Port Ewen","NY","12466",2018,247,2017,"ulsterboces.org","USA","US","FRC","FRC","FIRST Robotics Competition",41.904729,-73.979877
6464,"Seminole Hs","Danger Noodle Danger","Seminole","OK","74868",2018,247,2017,,"USA","US","FRC","FRC","FIRST Robotics Competition",35.234976,-96.675123
6465,"NASA/First Tech Federal Credit Union & Cascades Academy of Central Oregon","Mystic Biscuit","Bend","OR","97703",2018,247,2017,,"USA","US","FRC","FRC","FIRST Robotics Competition",0,0
6467,"Lenox High School","Tiger Robotics","Lenox","IA","50851",2018,247,2017,,"USA","US","FRC","FRC","FIRST Robotics Competition",40.88208,-94.560958
6468,"Faux Paws- St. Augustine Florida/Tata Consultancy Services/State of Florida/FIRST Robotics/Stellar Academy of Engineering/Foray Investment Group&Allen D Nease Senior High School","The Positronic Panthers","Ponte Vedra","FL","32081",2018,247,2017,,"USA","US","FRC","FRC","FIRST Robotics Competition",30.173581,-81.395627
6471,"NASA & Lee County High School","Lee County High School Trojans","Leesburg","GA","31763",2018,247,2017,"http://www.lee.k12.ga.us/lchs/index.php","USA","US","FRC","FRC","FIRST Robotics Competition",31.67669,-84.145973
6472,"Turkish Airlines Technic/MK Medya Reklamcılık/E.M.A.S/Subası Customs Brokerage/Istanbul Gelisim University/Istanbul Chamber of Commerce/Uskudar City Hall&Haydarpaşa Mesleki ve Teknik Anadolu Lisesi","H-TECH","uskudar","34","34668",2018,247,2017,,"Turkey","TR","FRC","FRC","FIRST Robotics Competition",39.9844,34.1812
6473,"Boys & Girls Clubs of America","Rock Star Robotics","Orlando","FL","32808",2018,247,2017,"http://rockstarrobotics.wixsite.com/rockstarrobot","USA","US","FRC","FRC","FIRST Robotics Competition",28.57263,-81.442973
6474,"NASA/Genentech/Vanden Robotics Foundation/Tencate Advanced Composites/Google/Grange and Armijo Robotics Foundation & Armijo High","Armijo Robotics","Fairfield","CA","94533",2018,247,2017,,"USA","US","FRC","FRC","FIRST Robotics Competition",38.285247,-122.008109
6476,"Connabarabran High School","Coonabarabran High School","Connabarabran","NSW","2357",2018,247,2017,,"Australia","AU","FRC","FRC","FIRST Robotics Competition",-31.30198,149.2997
6479,"NASA/BAE Systems/Integrated Device Technology Inc/Jan's Inc./Copper State Bolt & Nut Company/Industrial Metal Supply Co./Dassault Systèmes SOLIDWORKS Corp. & Corona Del Sol High School","AzTech","Phoenix","AZ","85044",2018,247,2017,,"USA","US","FRC","FRC","FIRST Robotics Competition",33.32404,-112.001214
6480,"NASA/ General Dynamics Mission Systems&Sage Academy Charter School","SAGE Robotics","Minneapolis","MN","55443",2018,247,2017,,"USA","US","FRC","FRC","FIRST Robotics Competition",45.076111,-93.3325
6481,"Argosy Foundation Rookie Grant/FIRST Canada Rookie Grant/Thames Valley District School Board/Lions Club of Parkhill/BDM Millwrights/Meridian Lightweight Technologies Inc./North Middlesex District High School/Cargill Canada/Mitchell's Home Building Centre/Nicholson Builders, Inc./Brian Gregory Heating, Cooling and Air Quality, Inc./Mainstreet Credit Union/CIBC - Parkhill/Commonwealth Financial/Dortman's/Mr. Kelly/Mr. Twynstra/New-Life Mills/Joe Nirta/Royal Canadian Legion of Parkhill/Siemens/Union Gas/South End Trucking/Town and Country Insurance/School House Restaurant&NORTH MIDDLESEX DISTRICT HIGH SCHOOL","Deus ex Machina","Parkhill","ON","N0M 2K0",2018,247,2017,"https://www.facebook.com/Team6481","Canada","CA","FRC","FRC","FIRST Robotics Competition",43.16528,-81.68374
6482,"AZFirst/Steve Sanghi Family Foundation/James. A. Unruh Family Foundation/Gervasio & Associates & Joseph City High School","Wildcat Robotics","Joseph City","AZ","86032",2018,247,2017,,"USA","US","FRC","FRC","FIRST Robotics Competition",34.964299,-110.330963
6483,"Universidad Tec Milenio campus Ciudad Juarez","CHARGER","juarez","CHH","32546",2018,247,2017,,"Mexico","MX","FRC","FRC","FIRST Robotics Competition",18.825,-103.8056
6484,"Fort Miller Group/Phantom Lab/Tech Valley First/Greenwich Teachers Assocation/Hallam-ICS/Knights of Columbus/McPhilips Insurance/Battenkill Fiber & Greenwich Junior-Senior High School","TechKnowLogic","Greenwich","NY","12834",2018,247,2017,"http://greenwichrobotics.org","USA","US","FRC","FRC","FIRST Robotics Competition",43.090326,-73.50008
6485,"L A Matheson Secondary School","Matheson's Mecha Mustangs","Surrey","BC","V3V 4M1",2018,247,2017,,"Canada","CA","FRC","FRC","FIRST Robotics Competition",49.17454,-122.88314
